0.000000000	98
0.001400338	98
0.019121500	158
0.019121809	114
0.019747302	74
0.030843559	60
0.031030128	54
0.031724018	1887
0.032163946	60
0.032164088	60
0.276906340	2974
0.276960150	54
0.277783821	2890
0.277819138	54
0.280990833	128
0.281174673	146
0.281523960	927
0.282337660	60
0.282337706	60
0.282337725	60
0.292591406	1069
0.292822933	85
0.293056068	60
0.378035012	2012
0.378102227	54
0.382313443	93
0.382955770	60
2.612195690	106
2.612825668	106
2.868642649	54
2.869192846	60
3.248929170	122
3.253842872	166
3.254219225	54
3.254551313	54
3.255489961	60
3.255490077	60
3.255661333	2369
3.256187328	60
3.256187391	60
3.256370586	93
3.256517365	60
3.268574560	60
3.268599065	54
3.269710566	93
3.269735509	54
3.645332708	2370
3.646317158	60
3.646317484	60
3.654437388	1403
3.654461341	54
3.655317645	492
3.655328108	54
3.658251864	89
3.658566550	93
3.658819418	60
3.658959515	60
3.661956947	99
3.672856160	1292
3.674097499	1292
3.685987984	82
3.685988151	167
3.688974549	1292
3.688974859	1292
3.688974901	1292
3.689737419	1292
3.710197793	79
3.715529515	1292
3.715736962	339
3.729144663	69
3.737387827	79
3.737562547	1292
3.738326185	1292
3.738326327	1286
3.738326455	82
3.738685639	81
3.742424395	84
3.744952604	125
3.745328517	114
3.745761443	1288
3.745818007	1292
3.745865201	466
3.758827674	75
3.760401545	1292
3.760401855	153
3.761859951	204
3.762464753	1292
3.766711250	996
3.766918381	179
3.766973070	75
3.767061510	75
3.771635797	69
3.771636050	65
3.771967487	75
3.775248692	752
3.775248833	67
3.775248872	424
3.775248904	69
3.775597666	54
3.778404973	93
3.779484394	60
3.866535641	606
3.866535872	1288
3.867194433	63
3.867194942	307
3.867211530	89
3.867592972	78
3.869803143	112
3.878998090	70
3.879424987	73
3.896125466	75
3.898914222	501
3.905629106	66
3.965672795	70
3.985620359	291
4.063862172	71
4.064277802	986
4.064600442	244
4.065160924	78
4.092812593	75
4.104283891	67
4.114940738	985
4.114940915	311
4.115693752	78
4.242677392	72
4.255914063	67
4.262957576	68
5.517455921	505
5.534984454	72
5.560736368	75
5.649888321	290
5.656008070	1016
5.656008378	120
5.657943122	78
5.670389360	70
5.702102981	75
5.809903917	513
5.815451605	1002
5.815451922	142
5.815801454	78
5.835862296	70
5.863793805	75
5.935474934	54
5.936525911	60
6.010505743	1009
6.010505988	146
6.011004111	78
6.014561567	515
6.025866749	70
6.052635792	75
6.087126376	301
6.206032591	301
6.214250959	71
6.215300951	1001
6.215301045	317
6.215564473	78
6.221435250	68
6.224893181	68
6.230094273	1015
6.230094427	73
6.230313260	78
6.257694132	75
6.267832450	67
6.354268409	524
6.414946980	71
6.446633582	75
6.519349756	1045
6.520311781	296
6.523023049	78
6.621336068	67
6.669367660	525
6.787110192	308
6.798975040	71
6.802143886	1001
6.802377554	78
6.806139818	256
6.814417695	70
6.814650442	74
6.972291521	528
6.996316820	986
6.996809083	92
6.999165019	78
7.012057540	70
7.038435016	75
7.129863185	529
7.142550993	983
7.142945558	219
7.147027167	79
7.157314285	70
7.160801659	75
7.309899175	526
7.322081147	984
7.322081465	286
7.325506031	79
7.333751996	70
7.341072823	75
7.534749518	71
7.541662622	1088
7.542869054	168
7.545004618	78
7.554843707	66
7.594345997	532
7.709396213	532
7.720854659	71
7.724952768	75
7.728208677	68
7.745608861	961
7.746608584	86
7.749483106	78
7.848998920	67
8.203793243	536
8.265160257	71
8.268491222	75
8.313468870	320
8.329049578	71
8.332846783	75
8.483967205	322
8.499273061	986
8.499273261	318
8.499273304	940
8.499273360	253
8.503986989	71
8.509063659	80
8.520941236	67
8.597085546	545
8.616706809	72
8.620546365	75
8.633724711	932
8.634230793	196
8.636399752	78
8.647596281	68
8.768065479	938
8.768065729	161
8.771825500	79
8.783624790	68
10.032396067	54
10.032797917	54
10.034465922	60
10.034466094	60
10.257954452	551
10.278288917	72
10.281969111	75
10.402751913	334
10.418802465	929
10.418802808	134
10.421115949	72
10.422574953	78
10.434083925	68
10.479633045	552
10.500444621	72
10.502755643	75
10.544199620	879
10.545113650	128
10.546892488	78
10.562602573	68
10.700340507	553
10.721084424	933
10.721084805	154
10.726474739	79
10.729681785	72
10.733078313	75
10.739093157	68
10.940160601	71
10.952459145	898
10.953303088	199
10.955135495	78
10.959561943	68
10.969813937	68
12.402513351	551
12.422647190	73
12.428138982	75
12.480161784	335
12.500583711	73
12.505323604	75
12.610863463	965
12.610863614	215
12.614310377	80
12.626771617	68
12.631516631	552
12.634126893	939
12.634452283	116
12.639580515	80
12.645411852	73
12.649541660	75
12.676073679	68
12.783092519	557
12.793984878	892
12.794333914	181
12.796365392	80
12.804994667	73
12.811253341	75
12.818518185	68
13.022810902	71
13.034811137	913
13.034811370	278
13.035295370	913
13.035526038	81
13.050048266	68
13.051971109	68
13.099494808	556
13.128704062	73
13.131615983	75
13.210921999	338
13.230463667	73
13.235075991	75
13.331997760	340
13.345473423	993
13.345473689	269
13.348205467	80
13.351182735	993
13.351460132	76
13.352757052	73
13.352984850	76
13.364552597	959
13.364552853	186
13.365052963	81
13.365143059	76
13.396299839	68
13.596856707	71
13.608534802	945
13.609546614	234
13.609546711	945
13.611076605	79
13.611611178	76
13.615562250	68
13.625637419	68
14.095954034	559
14.118357254	73
14.121641798	75
14.128004114	54
14.128879465	60
14.201257547	342
14.220670093	73
14.223766569	75
14.300907583	943
14.300907842	86
14.303699758	80
14.307797959	561
14.316000506	68
14.326961076	73
14.332501662	75
14.504755487	1008
14.504755845	192
14.505130459	924
14.506861479	217
14.509971033	82
14.514539626	1008
14.515397499	76
14.521371552	68
14.526966158	559
14.542676411	73
14.545380634	75
14.744811979	71
14.755652968	1003
14.755888754	161
14.758714886	80
14.764889567	68
14.771092889	68
14.855462672	563
14.873058537	73
14.875821747	75
15.022856931	345
15.033175004	1005
15.033457581	315
15.036013682	80
15.052638790	73
15.052816041	68
15.057259183	75
15.201126165	564
15.214076214	1006
15.214617798	157
15.218765196	79
15.227623326	73
15.230232130	75
15.231114204	68
15.431954932	71
15.443366945	1060
15.443368662	147
15.447556090	80
15.453296896	68
15.456684817	1060
15.456797794	76
15.458474231	68
15.716173233	563
15.764080174	73
15.767085561	75
15.837408153	346
15.857361593	73
